job_id,title,description,skills,riasec_vector,tags_en
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",,"[0.45285714285714285, 0.6828571428571429, 0.49000000000000005, 1.0, 0.35857142857142854, 0.49000000000000005]",active-learning|active-listening|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-1194.00,"Career/Technical Education Teachers, Postsecondary","Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education.",,"[0.5357142857142857, 0.5928571428571429, 0.44857142857142857, 0.9442857142857143, 0.3, 0.47000000000000003]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2011.00,"Preschool Teachers, Except Special Education","Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth.",,"[0.3871428571428571, 0.39571428571428574, 0.58, 1.0, 0.3757142857142857, 0.5128571428571428]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking
25-2012.00,"Kindergarten Teachers, Except Special Education",Teach academic and social skills to kindergarten students.,,"[0.37, 0.45, 0.5714285714285714, 1.0, 0.3514285714285714, 0.5328571428571428]",active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
25-2021.00,"Elementary School Teachers, Except Special Education",Teach academic and social skills to students at the elementary school level.,,"[0.36428571428571427, 0.4828571428571428, 0.5700000000000001, 1.0, 0.3671428571428571, 0.5042857142857142]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Teach one or more subjects to students at the middle, intermediate, or junior high school level.",,"[0.37714285714285717, 0.47285714285714286, 0.5685714285714286, 1.0, 0.36428571428571427, 0.5142857142857143]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2023.00,"Career/Technical Education Teachers, Middle School","Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level.",,"[0.39571428571428574, 0.48714285714285716, 0.52, 1.0, 0.31428571428571433, 0.51]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Teach one or more subjects to students at the secondary school level.,,"[0.40714285714285714, 0.4614285714285714, 0.53, 1.0, 0.39285714285714285, 0.5185714285714286]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2032.00,"Career/Technical Education Teachers, Secondary School","Teach occupational, vocational, career, or technical subjects to students at the secondary school level.",,"[0.4042857142857143, 0.47714285714285715, 0.5171428571428571, 1.0, 0.3871428571428571, 0.49714285714285716]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2051.00,"Special Education Teachers, Preschool","Teach academic, social, and life skills to preschool-aged students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",,"[0.3457142857142857, 0.5228571428571429, 0.55, 1.0, 0.24571428571428572, 0.4685714285714285]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
25-2055.00,"Special Education Teachers, Kindergarten","Teach academic, social, and life skills to kindergarten students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",,"[0.36428571428571427, 0.5428571428571428, 0.52, 1.0, 0.25, 0.5271428571428571]",teach-academic|social|emotional|special-education-teachers|kindergarten
25-2056.00,"Special Education Teachers, Elementary School","Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",,"[0.33428571428571424, 0.5642857142857143, 0.5171428571428571, 1.0, 0.2557142857142857, 0.4942857142857143]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
25-2057.00,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",,"[0.34714285714285714, 0.5557142857142857, 0.5542857142857143, 1.0, 0.2571428571428572, 0.48142857142857143]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",,"[0.37285714285714283, 0.5514285714285714, 0.5357142857142857, 1.0, 0.2785714285714286, 0.4628571428571429]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
25-2059.01,Adapted Physical Education Specialists,"Provide individualized physical education instruction or services to children, youth, or adults with exceptional physical needs due to gross motor developmental delays or other impairments.",,"[0.6228571428571429, 0.5171428571428571, 0.3757142857142857, 1.0, 0.2557142857142857, 0.5128571428571428]",active-learning|active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
